id,title,author,Date,abstract,link,Type
11,“一流本科教育”背景下计算机科学与技术专业学生创新实践能力培养模式探究,孙冬璞;唐远新;林克正,2023/11/25,摘要： 建设一流本科教育是大学内涵式发展的需要和目标，振兴本科教育，全面提高人才培养能力，走内涵式发展道路，是我国高等教育发展的必由之路。一流本科教育中的人才培养应以学生创新实践能力的培养为核心。本研究分析了当前关于学生创新实践能力培养的研究现状，探讨了计算机科学与技术专业的人才培养模式，提出“多维一体”的教学实施机制，对其中采用的“以赛促学、以用促学”的实践路径和激励措施进行了阐述，以期为大学生创新实践能力培养提供参考。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCNBDxxVQrD_c9tur8f4Q9wGWpq5T-cOGE1a9qbN1hPp3CDBm6-BE7kR_V_R07P3xkLQIlRW0JuziqQFMsbjZVMxMKrZZd1xbdOoHPb0Mnv0YGJ5eed2QAth_VTwbLSWOb0=&uniplatform=NZKPT&language=CHS,paper information
10,“双非”高校计算机科学与技术一流专业建设的实践与思考——以安徽中医药大学为例,俞磊;丁亚涛;王世好;孙大勇;李亚,2023/11/25,摘要： 一流专业的建设对高校的发展至关重要，是当今高校关注的热点。以计算机科学与技术专业为例，从建设验收的指标内容、专业认证标准、教育教学规律、顶层设计等宏观层面上详细剖析一流专业的建设要点；然后在此基础上以安徽中医药大学为例，从标志性成果建设和培育、专业优势和特色打造、专业综合改革深化、一流师资队伍建设、先进教学质量保障体系构建等方面详细阐述计算机科学与技术一流专业建设的具体实施路径，以期为“双非”高校计算机科学与技术一流专业的建设提供借鉴和参考。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCNBDxxVQrD_c9tur8f4Q9wGXUa1iCeWWLQ4lqaCkmirVVA1gbvZ9Abi95mWLpYKmG-6_GR5Rui2njtOehM4o3P45AMH7i2fXDyw7gRJ2XH7G8exIqzOx-9rxwHmsq6FqiQ=&uniplatform=NZKPT&language=CHS,paper information
9,基于任务驱动法的大学计算机基础课程教学策略研究,张熙,2023/11/27,"摘要： 任务驱动教学法以学生为中心,通过任务的设置,激发学生的主动性和合作性,鼓励他们进行自主探索和创新。文章以大学计算机基础课程为研究对象,阐述了该课程的定位、目标及主要特点;从教学内容、教学目标、教学实践方面总结了课程教学中存在的问题;通过引入任务驱动法从设计任务、分析任务、完成任务三个阶段提出了大学计算机基础课程教学实施策略,旨在提升大学计算机基础课程教学质量。",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMlhH1VsmM1VAIK3yWE26k1dX9UyJvNegkUFhIMrGNG_FItmCfwQhz4UfHugU0PjcqDyfjpn3FsZtRgQx5ogCVTdMQSRspmf3tST2RprLbyALFTocN1slvuQSaAGUbDE-tvcNfdlLNrng==&uniplatform=NZKPT&language=CHS,paper information
8,面向科技大数据的颠覆性技术多维度识别算法,赵姝;郭双瑞;褚晓泉;仇瑜;刘姝伶,2023/11/28,摘要： 颠覆性技术具备“重塑”科技与市场未来格局的潜力。为支持科技评估中颠覆性技术的识别任务，提出一种基于科技大数据的颠覆性技术自动化识别算法（MRA-DT）。首先，基于科技出版物引文网络结构、时序化特征、跨领域影响和技术时效性等信息，设计了4个维度的颠覆性技术识别指标，并采用熵权法进行结果融合。然后，在计算机科学和无线电通信领域进行实证研究。实证研究表明，MRA-DT算法是一种可靠的工具，可以为科技情报分析人员和相关管理者提供科技创新决策依据，对于企业抢占科技制高点、国家提升科技和国防实力具有重要意义。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMlhH1VsmM1VAIK3yWE26k1elQxYKerwrUsb6ZkrcDA0U013IQK66zkQwoHT4VetZ64iO6oTxTKTzvcMr2zl8r512BEN8QK3tzo2GfGlm7s60XBZhndjdwMRqvObqbD4T8=&uniplatform=NZKPT&language=CHS,paper information
7,智能时代国际中文教育研究的基本框架,郑艳群,2023/11/30 12:58,摘要： 在智能时代的大背景下，思考国际中文教育学科的未来发展问题至关重要。文章旨在探讨本学科在智能时代面临的挑战和发展问题。通过综合已有的认知和文献研究，采用自上而下和自下而上相结合的方法，归纳和提炼出了语言学、教育学和教育心理学及计算机科学等三大核心领域的基础研究内容，并构建了智能时代国际中文教育研究的基本框架，详细阐述了框架的结构及其对学科发展的重要作用。考证了该框架在智能国际中文教学模型设计、教学实践、数据驱动决策等领域的实际应用价值。这一基本框架强调了智能时代国际中文教育学科发展的关键性，有望提高国际中文教学效果、鼓励教学研究方法和应用的创新，以及促进技术的广泛应用，并推动学科交叉与合作，以满足智能时代不断发展的国际中文教育的多方面需求。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCPt1osyLk1KoSzX1r1cYxu1a2roZsqK8YcUo0g_HlT94H8Z146jFWDIXcGa4NWGYd3s1RQbWxo1X64_MSBo6icc6Jc7E561dRqQtyuOswyXXeq9CJ3jQRpEwB4UXpbq7n4=&uniplatform=NZKPT&language=CHS,paper information
6,面向计算机科学领域的专业实体识别,陈祥;张仰森;李尚美;胡昌秀;成琪昊,2023/11/30 17:31,"摘要： 为获取科研学术论文中涉及的专家研究领域等专业实体信息，给学术论文或科技项目评审专家的推荐提供理论参考，面向计算机科学领域，提出了一种基于RoBERTa-wwm的实体识别模型对专家学术论文中包含的专业实体进行识别。首先，以已有的专家基本信息数据表为参照，利用中国知网高级检索功能和爬虫技术获取表中列举专家的学术论文摘要数据；接着，将摘要数据经人工标注后，通过RoBERTa-wwm预训练模型获取具有语义特征的字符向量作为下游模型的输入；最后，将上游的语义字符向量输入BiLSTM-CRF模型中实现对文本中的专业实体识别。通过实验验证，提出的模型在自主标注的数据集中取得了更好的效果。其中，模型F1值达到了89.94%,高于实验中的对比模型，具有良好的识别专业实体的能力。",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCO_Ty6iEzA1fXC047Eof1FRjjKmqBtqlY1YczB_OXyyeeKfPxBoVr4ICn-2NpVxllzbb1IvMjeVjrsbAM0gISJ4KYSP68O4wSM_FICFnFMip4hduRHmXjnnV_1thdhTb9c=&uniplatform=NZKPT&language=CHS,paper information
5,美国《2020 CSTA计算机科学教师标准》简介,钱松岭,2023/12/1,摘要： 该文以美国《2020 CSTA计算机科学教师标准》为分析文本，从美国计算机科学教育政策、课程发展角度理解其相关背景，从目的与内容角度描述、分析其基本结构与内容，从应用角度解释该标准是如何为计算机科学教师及专业发展相关人员提供行动指南等。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMKu4_W7WL4HTooTwtnl4i3ulhvduYYErme6I4t8tRRwO2NjfyP5YJ_5WzjWCJwBCVxVGe3KxJbGE_9-xI1w5UFOoMiD1NzCQe7Ss_9WBLTPKpJGYBe0WPViflbNpp6Qt4=&uniplatform=NZKPT&language=CHS,paper information
3,商丘师院教授风采,,2023/12/5,"摘要： <正>李海涛,男,汉族,1978年4月生,河南省长垣县人,商丘师范学院教授,硕士.全国大数据教育联盟理事,河南省文明教师,学校优秀创新创业导师、优秀共产党员、十佳最美教师、青年骨干教师、“双师双能型”教师、思想政治工作先进个人、第三届教学奉献奖获得者.专业方向及研究领域:计算机科学与技术,图形图像处理及计算机网络应用.",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCNPwENbHJupb0BVdT56v2DsnHMGHeCk3XGVAWVF7x8600UGhtS7KbrqQTQ9l95ZzrNyz-7ekOdyhbkhtgeSxG2Hb0Z7XsmtsRhwoX8U4vF4QJiUF0NPgm2K2ZsBc9WRqHw=&uniplatform=NZKPT&language=CHS,paper information
4,贝叶斯网络,本刊综合,2023/12/5,摘要： <正>学科：计算机科学技术贝叶斯网络全称为贝叶斯信念网络，是一种用有向无环图描述随机变量及其条件依赖关系的概率图模型。主要利用局部分布（条件概率分布）来描述联合分布，即通过整合描述变量之间的局部交互关系，从而获得全局变量关系。广泛应用于人工智能、机器学习、数据挖掘、自然语言处理、专家系统等领域。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMKu4_W7WL4HTooTwtnl4i3ulhvduYYErlGenSE4ltYfTc4w9sXxXSnCMjCQAwWsqAUT_jLMnIbixoZvKsL6tupfRk-WxpYwLZK6ACXLiBYg4RCn5itHP1sv6fuGVJ3tWY=&uniplatform=NZKPT&language=CHS,paper information
2,基于知识元迁移的学科领域方法库构建研究,庞瑞欣;李秀霞,2023/12/7 14:35,摘要： [目的/意义]学科领域方法库构建是在特定学科领域中收集、存储相关方法和技术的过程，它能够为解决领域问题提供有效参考。通过知识元迁移整合跨学科的研究方法，丰富和更新本学科的方法库，对本领域学术研究和实践创新具有指导意义。[方法/过程]以计算机科学的方法向情报学迁移为例，运用规则抽取获得两学科的方法知识元，在此基础上通过分析学科间方法的逻辑关系和相似关系实现方法知识元迁移。[结果/结论]研究表明，基于逻辑关系迁移的方法知识元有：FSDP聚类算法、DE-LSTM预测方法、TF-LDA模型等；基于相似关系迁移的方法知识元有：FastICA算法、KM匹配、蒙特卡罗算法、Q-学习、帧差法等。本文研究不仅扩展了情报学方法库，为情报学领域的问题解决提供新的思路，同时也为学科间的知识交流和交叉学科研究提供了有价值的参考。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCNPwENbHJupb0BVdT56v2Ds_QCr_W2xTDHcGuwh5-NAG9ZViZkzXGvXCbr_QAieuq_Bu3Z4ZJA0xBrGDiuYjXJWnL9nvd0Mi4OqqS3ff1iqdaXjQNCEWL4ptfRYRdzA_GI=&uniplatform=NZKPT&language=CHS,paper information
0,数字法学形构的法哲学进路,江河,2023/12/29 16:26,NULL,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMjAVpex7xL4GwQQTEtW6OgeD8dpr9gG7f2-HoMFxeBp7QmXN1ibCiaqbJSardzoHGCYmiCtRjKkQzXBimxy8DnOhr2_UqYzOROX2m8mB4YS4tOUFI4clTICXFIyHYGMWg=&uniplatform=NZKPT&language=CHS,paper information
1,影响不同子领域国际合作的距离因素相同吗？——来自计算机科学学科的证据,赵毅;章成志;习海旭,2023/12/24,摘要： 探索影响国际科学合作的因素对于提高国际合作水平具有重要意义。然而，现有研究主要聚焦于顶层学科的分析，忽略了影响不同子领域国际合作的距离因素的异质性，研究结论无法为精细化政策的制定提供依据。为此，本文从比较视角出发，基于DBLP数据库中1990—2019年187个国家的计算机科学论文发表数据，分析了计算机科学学科不同子领域的国际合作时空演化模式，并借助零膨胀beta回归模型揭示影响不同子领域、不同时期国际合作的6种距离因素。研究结果表明，从时空分布来看，以计算机科学代表性子领域——人工智能为例，本文发现早期人工智能领域的高强度合作关系主要由美国主导，随着中国、新加坡等新兴人工智能强国逐渐涌现，国际合作模式由“一强多极”转向“多极合作”。从总体的回归结果来看，地理距离、认知距离和经济距离会阻碍所有子领域的国际合作，而认知距离的影响最大，文化距离、企业参与程度距离和政治距离只在部分领域与国际合作存在显著负向相关关系。从时间维度来看，在不同的子领域，地理距离和认知距离的边际效应呈现下降趋势，而经济距离的影响则随着时间变化而增大。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMIi1e1kgqRfqTLNgDupU_MRnhjn2JYQ-99qBIiceQjQhP19FlJMkGRWkcx_14MWK2OP3BeU_VhsBx6ecGmNIe6HXIH8snCXLA4jtLANfR1u5aaZszbH8I0BtdqpGjXxyc=&uniplatform=NZKPT&language=CHS,paper information
191,近5年美国国家科学基金资助的STEM项目对我国中学跨学科实践的启示研究,蓝浩铭,2023/4/6,"摘要： 面对当前核心素养的提出,各学科课程核心素养交叉的特性注定跨学科实践是培养学生核心素养的重要途径,跨学科实践逐渐成为当前教育发展的趋势,为核心素养的培育提供载体。STEM起源于1986年美国国家科学基金(National Science Foundation,NSF,简称NSF)发布的《科学、数学和工程本科生教育》(又称《尼尔报告》),该报告提出了“科学、数学、工程和技术教育集成”的总领性建议。三十余年来,NSF目前已经形成了一套合理完善的体系来运转STEM科研项目。本研究从美国国家科学基金资助的STEM项目现状出发,探析美国中小学STEM教育发展的路径和趋势,以期为我国中学跨学科实践提供参考。本研究通过查阅相关文献,首先对STEM教育和跨学科教学这两个概念进行概念界定,并梳理中美STEM发展现状,总结我国跨学科教学特点。在此基础上,通过美国国家科学基金网站搜集到近5年(2018～2022)825例STEM项目,并从中筛选出142例与中小学相关的STEM项目,对项目时间、研究主题、研究对象以及研究机构分布情况进行梳理后,利用gephi对项目关键词进行统计,绘制关键词共词矩阵和关键词社会网...更多",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOA3e6OGOWycXljz4Kcq4tYMFx0eskbEs1DKFpSeVffP5pQPFG4fTGvgITyKmcj9e93wb4e3BtVnzF95rohgfn6hdMyK72b9dZc1ExbM4w6mkWoPxeWBUfy6fnQZ10XZYm_FUM731nMjA==&uniplatform=NZKPT&language=CHS,paper information
192,基于CiteSpace技术的增强现实在文化遗产领域的知识图谱分析研究,陈烁;范含雪;江梦婷,2023/4/3 11:20,摘要： 目的 对国内外基于增强现实在文化遗产的研究脉络、方向和热点进行系统的梳理和总结，分析当前的研究热点与未来发展方向。方法 以中国知网（CNKI）以及WebofScience(WoS)数据库的相关资料和期刊内容等作为研究素材，结合常规的文献研究法以及CiteSpace技术，针对研究领域、研究脉络、研究热点等展开梳理和对比。结果 得出了国内外增强现实在文化遗产方面的发展趋势。结论 国内外基于增强现实在文化遗产研究发展历程皆分3个阶段，国外为“起步-缓升-攀升”，而国内为“起步-攀升-缓升”；国外对增强现实的重视程度较高，研究热点主要集中在增强现实和虚拟现实、混合现实的融合等方面，将技术与人性化领域结合为其研究的新趋势；国内对文化遗产的重视程度较高，研究热点主要集中在对文化遗产与人性化方面的研究上，在增强现实技术的基础上进行的文化保护、传承与传播为其研究的新趋势。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOA3e6OGOWycXljz4Kcq4tY82hiTC9Fzx76b8CLKwHI5rMk1ZBjWdjBlWE1xznTgV2b_RNu_ByXg4xbV1i8dplc0Bvv_kt2pAK9G00M3BMP710vD_jbWpkEbGza-048CG62BYqfsoRgcw==&uniplatform=NZKPT&language=CHS,paper information
193,促进数字经济高质量发展——专访天津市政协委员，天津工业大学计算机科学与技术学院副院长、教授柯永振,赵新昊,2023/4/1,摘要： <正>今年全国两会的《政府工作报告》多次提及数字经济，并指出“数字经济不断壮大，新产业新业态新模式增加值占国内生产总值的比重达到17%以上”。不久前，中共中央、国务院印发《数字中国建设整体布局规划》，描绘了加快数字中国建设的宏伟蓝图。为此，《新理财》专访了天津市政协委员，天津工业大学计算机科学与技术学院副院长、教授柯永振，他向我们分享了他对《政府工作报告》的感想以及他对数字经济、元宇宙产业等话题的见解。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCPqVFVXYsvzBVYcH5vNUg_5EgMRsdtyey-z7In7tgFrJ4bLfWW6gopWij400Uh9X9jjSUA4RS309fr_1g02IVOb9WcwhNpbEW2ZMsLGowgQEWFxdONwAIsaHaP82fa90_qlK-5o4FmcgQ==&uniplatform=NZKPT&language=CHS,paper information
194,软件所提出图神经网络模型实现MaxSAT问题求解优化,,2023/3/31,摘要： <正>中国科学院软件研究所计算机科学国家重点实验室博士研究生刘明昊针对人工智能和理论计算机科学中的基础问题之一—最大可满足性问题（MaxSAT），提出了一种基于图神经网络的深度学习系统，在求解大规模的困难MaxSAT实例时可以快速获得更高质量的解。最大可满足性问题即给定一个命题逻辑公式，要求找到满足最多数量布尔约束的解。该问题在理论计算机科学、知识推理、电子设计自动化和组合优化等领域有重要应用。传统的MaxSAT求解算法主要基于人工设计的高效启发式搜索策略，难以有效迁移到不同分布的问题实例上。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOp4gFItqtBe2VgoAKEORhKT_eSHqq9UH16lTq5G-Wrvbtz-GWFypMyaP-NRb51ifh73T2PZM9PpXkSh9UorHbtLy0AFyULGL0HanzDnJVBEOBnJKQbXlZvbE7-2GJyadOJO7448kgQ-Q==&uniplatform=NZKPT&language=CHS,paper information
195,基于知识元抽取的不同学科领域研究方法交流态势分析——以情报学与计算机科学学为例,邹洋杰;李秀霞;王晓璎,2023/3/30 14:00,摘要： [研究目的]为细粒度发现相近学科间的知识关联，推动学科间知识交流，通过抽取方法知识元，探析不同学科领域研究方法的交流态势。[研究方法]以情报学和计算机科学学为例，首先，编写方法知识元抽取规则，基于规则抽取两学科领域大样本文献的方法知识元，构建学科领域方法知识元库；再利用LDA模型抽取两学科领域代表性期刊的方法知识元；以此为基础，对比分析两学科领域的高频研究方法、已交流的研究方法、存在交流潜力的研究方法。[研究结论]研究发现，两学科已交流的研究方法有：聚类分析、LDA模型、BP神经网络、支持向量机、主成分分析、协同过滤、文献计量等；具有交流潜力的研究方法有：提高准确率的分类算法(AdaBoost算法、XGBoost算法、SMOTE算法)、图卷积神经网络、自然语言处理模型GloVe模型等。该研究不仅能为情报学研究者选择计算机科学学领域的研究方法提供参考，而且也为学科交叉研究提供了一种新思路。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOp4gFItqtBe2VgoAKEORhKT_eSHqq9UH1_kf-185XF4opoeL5IwQeIjxDnhMXFLDR7Mna2OVmWJyd3LAU9KMLTgGB7sy5NVwYsUdWb7D2oeORHskJnciASdNYexlUXU7GTi4X4oTq73w==&uniplatform=NZKPT&language=CHS,paper information
196,以知识点为中心建设AI+X微专业,吴飞;陈为;孙凌云;肖俊,2023/3/30,"摘要： 认知是人类智能的重要表现，其基石和燃料是规范化的知识（如概念、属性和关系等），基于规范化的知识就可形成对学习对象的理解和分类。不同学科之间知识点的交融汇通是向科学本质回归，助力产生科学新的增长点和突破点，人工智能（Artificial Intelligence, AI）在学科交叉中可发挥催化剂和使能器的重要作用。因此，在掌握本学科知识的同时，又掌握人工智能基本技术，具备跨学科潜力和迁移技能的专业人员变得越来越重要。文章探讨了以知识点为核心，“教材出版、课程设立和平台研制”三位一体来建设非计算机专业和非人工智能专业学生AI+X微专业的实践。",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOKiuRATErMfETF7Eej9p5x2IXVsK6yUVSIRKGXUuJTuJ4eJtS9qKwZ39WExHvrhR8Wz0Yy08o3lk5Rexv8A7-t6HUbbZuCSR2Gx1JYT1is0C0evjRXsMGxHkPxTQZAnkb1fPZfehEucA==&uniplatform=NZKPT&language=CHS,paper information
197,达姆施塔特应用科学大学,,2023/3/28,摘要： <正>达姆施塔特应用科学大学成立于1971年，是德国黑森州最大的应用科学大学，也是德国十大应用科学大学之一。达姆施塔特应用科学大学现有教职员工约为900名，注册学生约17000名，约18%都是外国学生。学校设有工程学院、自然科学和数学学院、信息科学与计算机科学学院、经济和社会学学院以及建筑、媒体和设计学院，共计70多个本科和硕士专业。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOKiuRATErMfETF7Eej9p5x2IXVsK6yUVQx2yQXufwp7W1KXLE7I2JXDYsYWGERn5XCKS9eCfXbrfR50w85mVa2bBBBANwv0P-rLQeJzLP0MwMX5IgUgDjvpIqlgu2LcCDIA7USVa_djQ==&uniplatform=NZKPT&language=CHS,paper information
198,提升科技期刊编校质量的方法探析——以《计算机科学与探索》为例,袁璟,2023/3/27,摘要： 质量是期刊生存和发展的重要保障。编校是期刊生产周期中不可或缺的核心环节，也是提高期刊质量的重要抓手。因此，期刊有效提高编校质量对实现可持续发展至关重要。文章以《计算机科学与探索》为例，从提高编辑素质、强化编辑部制度管理、发动作者参与编校工作、加强期刊审读工作、采用专业软件辅助编校工作五个方面，探究提升科技期刊编校质量的方法。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCM3KCW0Oiprsw1YDaBHRwzhWmELqUbcMcYi5lHEKnCkCJmGBQO0sxibAXdo8fFkFtPFm18BNwOHlE9Q4LstKCsoFAa_f0vTeLix_1p9blxZfEP51b_ADZh4_MeTmo4WYDg3AyU58AO86Q==&uniplatform=NZKPT&language=CHS,paper information
199,融合“四新”案例的学生创新实践能力培养探索与实践——以计算机科学与技术师范专业为例,王顺晔;王宁;郭顺超;刘大勇,2023/3/27,摘要： 针对计算机科学与技术师范专业人才培养中存在的师范教育弱化、教师对实践能力理解不充分，教学中案例资源单一、短缺等问题，通过实践研究，提出面向中学人工智能教育的“四新”师范人才培养理念，明确创新实践能力培养的重要路径，丰富“四新”案例资源，探索“六位一体，做有温度的课程思政”的教学理念。经实践检验效果良好，对人才培养、专业建设、创新实践能力等方面有较好的借鉴意义。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCPWuN-GpM2T5kwRLiTH4ZweN32EuUT9kQgTeq1nfcj9voqj-mixgQNCn13cO7L1-IKmPyAeuVeRCCy9lzJX2ZFPZ2LfOCSfrOCoD2FzvM4G8AZSh4InUWvMlkFZIF8ndSlJPmQ06RWr5A==&uniplatform=NZKPT&language=CHS,paper information
200,中国科技产业化促进会科技奖励大会暨数字产业创新论坛在天津市武清区隆重举办,本刊记者,2023/3/25,"摘要： <正>2023年3月28日至29日,由天津市武清区人民政府、中国科技产业化促进会主办的中国科技产业化促进会科技奖励大会暨数字产业创新论坛在天津武清隆重举办。中国科技产业化促进会理事长惠小兵,中国工程院院士、中国计算机学会(CCF)理事长、清华大学计算机科学与技术系教授郑纬民,中国科技产业化促进会顾问、中信集团原监事长、中信银行原行长朱小黄,武清区人大副主任安学刚,京津产业新城专项工作指挥部对外联络组组长张朝阳,武清区科协党组书记、主席宋宝刚等领导、知名专家学者、获奖代表、科技企业家及有关人士近两百余人出席了会议。",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCNioMGrXhAwzPRRMvOYdYpdjVcjqjPwcwu-mutzYjWJ02e5PWGI88idXxj98dl8mIw2U5_7eIEiObOyfWyOo8LhU-luhr-hA1X0WaU3C-MCKetE1DTswcLATYF9IymFvPtCtWAETgGrxA==&uniplatform=NZKPT&language=CHS,paper information
201,后果前因环紧扣 逻辑推演命题宣——《数理逻辑引论》对读者阅读的意义,苏青,2023/3/20,摘要： <正>这是我迄今为止写得最为艰难的一篇书评。这部2022年10月由科学出版社出版的《数理逻辑引论——计算机科学与系统的天然基础》（简称《数理逻辑引论》）专业性和学术性都很强，读懂、消化、理解都比较困难，更遑论用通俗的文字解读、评价。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCOReLlVQGWsWbu022ZY_2LjVeDd6ZAa2dpSuIdFHecmE7qGdvgouHpCpKh1_zZ6V0fCQTGunINsj4gutDGOhJkciO8rNR_VlRfYwkXAfgChX2Qly_qWxyPR28xpdDI1LVW_AcUp_ptJZg==&uniplatform=NZKPT&language=CHS,paper information
202,“I Hear”大学生心理健康平台设计与实现,张润园;蔡学森;郭含;徐政;郑妍,2023/3/18,摘要： 在前期充分的市场调研分析的基础上设计并实现了“I Hear”心理健康App。完成了“开始”“发现”“探索“我的”4个核心页面；开发了心理咨询等3个自我心理认知功能；“树洞圈”等3个同辈互助功能以及“信件电台”等日常化心理健康功能。通过用户数据反馈证实该平台能够为大学生的心理健康提供有效的帮助，同时设计了精美的页面和良好的用户私密性，具有社会意义以及教育价值。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMmFlngH6-E-atwvrhMughVqc4HDH2qh5gqtqFEqos19_nrYbKKb6cmNcswqQJqhOkN8tOIYuNzODu7OVwHo3ZjFO4EM1RGLtpo9JgUb6QM7yDfqCdA9RAQdFA8umjIOg1SYbwJTwpnVQ==&uniplatform=NZKPT&language=CHS,paper information
203,东北财经大学数据科学与人工智能学院,,2023/3/15,"摘要： <正>东北财经大学数据科学与人工智能学院成立于2020年7月,是在原数学学院、管理科学与工程学院计算机科学与技术本科专业基础上合并组建而成。学院以“新文科、新经管”建设为契机,坚持“数智强基、经管致远”办学理念,聚焦财经领域重大需求,开展数据科学、人工智能与经济管理交叉学科领域的人才培养与科学研究,支撑学校“新经管”建设,努力将学院打造成为校内推动人工智能大数据和经管学科交叉融合的新经管创新平台,",https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMmFlngH6-E-atwvrhMughVqc4HDH2qh5gJmyuFyrrF21NZCC29s2fZx_nEgMVhEoNL4Q2ZqISoSG-y8o4LypAkB5P9-ArfIFIP8GI6kI0rbukVZGn38Lsd8LaHPCJw7DmIr3OcXLSQcA==&uniplatform=NZKPT&language=CHS,paper information
204,基于Hadoop的机群系统综合实验项目开发,马立平;张海燕,2023/3/15,摘要： 为培养学生分析、设计和开发计算机体系结构中机群系统的能力，设计了一个基于Hadoop的大数据处理综合性实验项目。该项目由验证性实验和创新性实验两部分构成，验证性部分由机群系统的部署、HDFS分布式存储、HDFS编程实践和MapReduce分布式计算模块组成；创新性部分可以根据大数据处理技术自由发挥实现。该实验项目的创新性、设计性、应用性和完整性都很强，能激发学生浓厚的实验兴趣、拓展学生知识面。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMnYTI-0AUOR-l5CzL3otisKnuOfrhB2MpnKUKEPTHz0Ke5-p0jyer65sYlyryVRqVD8AGq4bzVNBDJs-eYSVn4dzfZ2MzlbIh2CBEfT22v1Ja_ZQLovtBIrjSIJu58vl2fPrtPb1zSJA==&uniplatform=NZKPT&language=CHS,paper information
205,我国自主设置二级交叉学科的支撑学科关联现状与特征研究,李永刚;梁伟,2023/3/15,摘要： 研究以2020—2022年公布的3版自主设置交叉学科名单为研究对象，先后进行词频分析、支撑学科门类关联分析、一级支撑学科社会关系网络分析，考察交叉学科视域下的学科关联现状与特征。研究发现，当前我国交叉学科的设置具有支撑学科覆盖面广，近缘交叉广泛；应用性强，工科位居核心位置；面向新兴领域，推动创新发展等特征。此外，也还存在着交叉学科设置分布不均，学科差异明显；标准不一，学科边界不清；管理薄弱，制度保障不足等问题。未来需要加强制度保障，加大对交叉学科的政策支持；鼓励创新尝试，探索交叉学科的组合形态；同时应科学设置交叉学科，避免盲目建设交叉学科。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMlvgmi-mcmxWoJ2rEujxYeYazBT8xT4t7_nhsaZe9cDaM6X8liO8sIs73aKHyIHXvMcytGZGuDRYsAMYGzqNQbkRA-VKFXVdcYtPOzjYZO8MZRYne8ctUvtEX3jVvAl_ogw3WvW2rG_g==&uniplatform=NZKPT&language=CHS,paper information
206,基于文献计量分析的用户体验设计研究评述,云家正;雷青;王棋壹,2023/3/15,摘要： 本文以WOS核心合集数据库和CNKI数据库的文献为研究对象，通过文献计量分析，采用知识图谱与可视化方法，宏观洞察国内外用户体验设计研究的发展现状，挖掘其研究热点及演化过程。经研究发现：国内外用户体验设计研究的发展阶段虽不尽相同，但均呈现出不同程度的交叉合作现象；国外近年来用户体验设计研究，关注的是医学、化学、环境科学等基础科学研究领域；国内则较为关注的，则是计算机科学、工程学、设计学等现实应用研究。最后，从多学科交叉、跨领域构建的研究视角，突出领域细分、热点分化的研究内容，另外，还从大数据、人工智能技术驱动创新的研究方法层面，探讨与展望了用户体验设计的未来发展趋势。,https://kns.cnki.net/kcms2/article/abstract?v=vs6GoGUIqCMlvgmi-mcmxWoJ2rEujxYeYazBT8xT4t6Y6STgbJZ4EYN12Jbks8TgKbROxrxONk6au7cc8lTreftXAed7rycP2gdh3IdBTkngkMv2L558KdpCnI6x8PyhUVwwwjLlY0F--wiNXl-9AQ==&uniplatform=NZKPT&language=CHS,paper information
